loc_name,dc_city,division_name,dept_name,family_name,class_name,item,item_desc,av_cost,min_stock,max_stock,in_transit_qty,default_wh,tabc,item_status,rtv_nrtv,stock_on_hand,total_soh,total_value,date,family_name
SM Vijayawada NBS Ongole,Vijayawada,Staples,Spices-Dry Fruits & Organics,Spices and Dry Fruits,Spices,100128298,Aashirvaad Turmeric Powder 100 Gm,23.3143,16,16,0,121,,ACTIVE,NRTV,3,3,69.9429,2023-03-13,Spices and Dry Fruits
SM Vijayawada NBS Ongole,Vijayawada,Grocery Food,Beverages,Fruit Juice & Drink,Nectar,100819551,B NaturalPomegranate200 ml Tetra Pk,13.8839,,,0,121,,ACTIVE,NRTV,0,0,0,2023-03-13,Fruit Juice & Drink
SM Vijayawada NBS Ongole,Vijayawada,Grocery Non Food,Personal Care & Cosmetics,Skin Care,Facial Cleanser,100905377,VLCC Ntrl Fairness 2X Action Chandan Kesar 100ml FW,66.1924,,,0,121,,ACTIVE,NRTV,0,0,0,2023-03-13,Skin Care
SM Vijayawada NBS Ongole,Vijayawada,Staples,Flours - Salt and Sugar,Salt and Sugar,Salt,100050576,Sprinkle Crystal Salt 1 Kg,7.67,,,0,121,,ACTIVE,NRTV,0,0,0,2023-03-13,Salt and Sugar
SM Vijayawada NBS Ongole,Vijayawada,Staples,Spices-Dry Fruits & Organics,Spices and Dry Fruits,Spices,100475968,Tata Sampann Coriander Powder 100 Gm Box,26.6667,0,0,0,121,,ACTIVE,NRTV,0,0,0,2023-03-13,Spices and Dry Fruits
SM Vijayawada NBS Ongole,Vijayawada,BDF,Frozen & Dairy,Short Life Dairy,Paneer,100521135,Thirumala Paneer 500 Gm Pouch,176.4286,0,0,0,121,,ACTIVE,RTV,0,0,0,2023-03-13,Short Life Dairy
SM Vijayawada NBS Ongole,Vijayawada,General Merchandise,Home Needs & Home Upkeep,Home Upkeep,Cleaning Accessories,101136035,Scotch Brite Bottle Brush,120.162,6,6,0,121,,ACTIVE,NRTV,1,1,120.162,2023-03-13,Home Upkeep
SM Vijayawada NBS Ongole,Vijayawada,Grocery Non Food,Personal Care & Cosmetics,Paper and Tissue-PC,Feminine Hygiene,100131692,Whisper Ultra Clean Wings XL 30s,261.3559,3,3,0,121,,ACTIVE,NRTV,1,1,261.3559,2023-03-13,Paper and Tissue-PC
SM Vijayawada NBS Ongole,Vijayawada,Grocery Food,Processed Food,Confectionery,Chocolate,100475996,Cadbury Dairy Milk 55 Gm,37.6017,49,49,0,121,,ACTIVE,NRTV,16,16,601.6272,2023-03-13,Confectionery
SM Vijayawada NBS Ongole,Vijayawada,Grocery Non Food,Personal Care & Cosmetics,Deodorants and Talcs,Men Deodorant,100005386,Axe Men Deo Pulse 150 ml Can.,147.6801,,,0,121,,ACTIVE,NRTV,0,0,0,2023-03-13,Deodorants and Talcs
SM Vijayawada NBS Ongole,Vijayawada,Grocery Non Food,Personal Care & Cosmetics,OTC,First Aid,101166546,MY- Best of careCotton Rolls30 gm Pouch,17.13,,,0,121,,ACTIVE,NRTV,0,0,0,2023-03-13,OTC
SM Vijayawada NBS Ongole,Vijayawada,Grocery Food,Processed Food,Confectionery,Jelly and Pudding,100151491,Alpenliebe Juzt Jelly Strawberry Pouch 148 gm,32.5893,2,2,0,121,,ACTIVE,RTV,7,7,228.1251,2023-03-13,Confectionery
SM Vijayawada NBS Ongole,Vijayawada,Staples,Cereals & Pulses,Cereals,Basmati & Other Cereals,101270161,Mini Mogra Rice loose,65,,,0,121,,ACTIVE,NRTV,0,0,0,2023-03-13,Cereals
SM Vijayawada NBS Ongole,Vijayawada,Grocery Non Food,Personal Care & Cosmetics,Skin Care,Body Care,100048239,Nivea Body Milk Body Lotion Very Dry Skin 200 Ml,184.1102,0,0,0,121,,ACTIVE,NRTV,0,0,0,2023-03-13,Skin Care
SM Vijayawada NBS Ongole,Vijayawada,Grocery Food,Beverages,Fruit Juice & Drink,Nectar,101194653,RealAlphonso Mango1 ltr Tetra Pk,90.3,,,0,121,,ACTIVE,NRTV,0,0,0,2023-03-13,Fruit Juice & Drink
SM Vijayawada NBS Ongole,Vijayawada,Grocery Non Food,Personal Care & Cosmetics,Beauty,Color Cosmetics,101359758,My Nail Paint shade 07 9ml (02),24,,,0,121,,ACTIVE,NRTV,0,0,0,2023-03-13,Beauty
SM Vijayawada NBS Ongole,Vijayawada,General Merchandise,Leisure,Sports,Cricket,100193808,Tennis cricket Balls So2 in PVC pack,38,,,0,121,,ACTIVE,NRTV,0,0,0,2023-03-13,Sports
SM Vijayawada NBS Ongole,Vijayawada,Grocery Non Food,Personal Care & Cosmetics,OTC,First Aid,100143834,Dettol Liquid 60 ml Bottle,22.7629,,,0,121,,ACTIVE,NRTV,0,0,0,2023-03-13,OTC
SM Vijayawada NBS Ongole,Vijayawada,BDF,Frozen & Dairy,Short Life Dairy,Curd & Dahi,100704693,Id Special Cup Curd 200 Gm,28,,,0,121,,ACTIVE,RTV,0,0,0,2023-03-13,Short Life Dairy
SM Vijayawada NBS Ongole,Vijayawada,BDF,Frozen & Dairy,Long Life Dairy,Flavoured Milk,101629628,Amul Kool Kesar Pet Bottle 180 ml,15.27,,,0,121,,ACTIVE,NRTV,0,0,0,2023-03-13,Long Life Dairy
SM Vijayawada NBS Ongole,Vijayawada,Staples,Spices-Dry Fruits & Organics,Spices and Dry Fruits,Dry Fruits,100538462,More. Choice Dry Dates ( Chhuhara) 500gm,134.8413,7,7,0,121,,ACTIVE,NRTV,6,6,809.0478,2023-03-13,Spices and Dry Fruits
SM Vijayawada NBS Ongole,Vijayawada,Grocery Food,Breakfast,Health Mix,Brown Drink,100158198,Bournvita Little champs 500 gm Refill,204.4686,,,0,121,,ACTIVE,NRTV,0,0,0,2023-03-13,Health Mix
SM Vijayawada NBS Ongole,Vijayawada,Grocery Food,Processed Food,Confectionery,Chocolate,100864258,Cadbury Dairy MilkButterscotch Crunch38 g Pouch,30.08,,,0,121,,ACTIVE,NRTV,0,0,0,2023-03-13,Confectionery
SM Vijayawada NBS Ongole,Vijayawada,General Merchandise,Home Needs & Home Upkeep,Flatware,Cutlery,102098950,Montavo Tea Spoon Set of 6,54.5,3,3,0,121,,ACTIVE,,0,0,0,2023-03-13,Flatware
SM Vijayawada NBS Ongole,Vijayawada,Staples,Cereals & Pulses,Pulses,Major Pulses,100157268,more. Selecta Urad Whole White 1 Kg,105.8838,23,23,0,121,,ACTIVE,NRTV,27,27,2858.8626,2023-03-13,Pulses
SM Vijayawada NBS Ongole,Vijayawada,Grocery Non Food,Personal Care & Cosmetics,Skin Care,Body Care,100159029,GAL BB cream 9g,28.5186,,,0,121,,ACTIVE,NRTV,0,0,0,2023-03-13,Skin Care
SM Vijayawada NBS Ongole,Vijayawada,Grocery Food,Processed Food,Snack,Crisp Corn Snack,100929308,Cornitos Cheesy Sour Cream & Onion 55gm,21.875,,,0,121,,ACTIVE,NRTV,0,0,0,2023-03-13,Snack
SM Vijayawada NBS Ongole,Vijayawada,BDF,Bakery,Bread,Rolls Buns & Pav,100078484,Fresh Choice Bread Pav 200 Gm,15,,,0,121,,ACTIVE,RTV,0,0,0,2023-03-13,Bread
SM Vijayawada NBS Ongole,Vijayawada,Grocery Non Food,Personal Care & Cosmetics,Hair Care,Shampoo,100147557,Himalaya Damage Repair Protein Shampoo 200 ml,84.8305,,,0,121,,ACTIVE,NRTV,0,0,0,2023-03-13,Hair Care
SM Vijayawada NBS Ongole,Vijayawada,Grocery Non Food,Personal Care & Cosmetics,Deodorants and Talcs,Talcs and Powder,100057181,Gokul Sandal Powder 140 Gm,72.03,,,0,121,,ACTIVE,NRTV,0,0,0,2023-03-13,Deodorants and Talcs
SM Vijayawada NBS Ongole,Vijayawada,Grocery Food,Processed Food,Biscuit,Regular Biscuit,100157263,Mcvities Wholewheat Marie 195 gm,24.322,,,0,121,,ACTIVE,NRTV,0,0,0,2023-03-13,Biscuit
SM Vijayawada NBS Ongole,Vijayawada,General Merchandise,Leisure,Stationery,School Material,100194129,Chrome Scissor 6.75,35,,,0,121,,ACTIVE,NRTV,0,0,0,2023-03-13,Stationery
SM Vijayawada NBS Ongole,Vijayawada,Grocery Non Food,Home Care,Housekeeping,Toilet Cleaner,101629780,Harpic Platinum Active Toilet Cleaner Lavendr 500 ml Bottle,74.75,,,0,121,,ACTIVE,NRTV,0,0,0,2023-03-13,Housekeeping
SM Vijayawada NBS Ongole,Vijayawada,Staples,Spices-Dry Fruits & Organics,Spices and Dry Fruits,Dry Fruits,101083361,GourmiaClub Mix200 gm Pouch,243.3324,,,0,121,,ACTIVE,NRTV,0,0,0,2023-03-13,Spices and Dry Fruits
SM Vijayawada NBS Ongole,Vijayawada,General Merchandise,Home Needs & Home Upkeep,Sanitary,Bathroom Accessories,100160138,Pedicure Brush,63.83,0,0,0,121,,ACTIVE,NRTV,0,0,0,2023-03-13,Sanitary
SM Vijayawada NBS Ongole,Vijayawada,Apparels,Men's Apparel,Men's Undergarments,Inner wear,102068617,Chromosome chromozome Brief Assorted M Brief73 Pack,91.9619,,,0,121,,ACTIVE,NRTV,0,0,0,2023-03-13,Men's Undergarments
SM Vijayawada NBS Ongole,Vijayawada,Grocery Food,Processed Food,Biscuit,Cookie,101719293,Feasters Rich butter Cookies 300 gm On Pack Combi,33.24,,,0,121,,ACTIVE,NRTV,0,0,0,2023-03-13,Biscuit
SM Vijayawada NBS Ongole,Vijayawada,Grocery Food,Processed Food,Culinary,Dessert,101544545,Veeba STRAWBERRY FRUIT TOPPING 380 gm Bottle,99.7768,,,0,121,,ACTIVE,RTV,0,0,0,2023-03-13,Culinary
SM Vijayawada NBS Ongole,Vijayawada,Grocery Non Food,Personal Care & Cosmetics,Deodorants and Talcs,Men Deodorant,100141064,Nivea Fresh Men Deo Power Boost 150 ml,122.309,,,0,121,,ACTIVE,NRTV,0,0,0,2023-03-13,Deodorants and Talcs
SM Vijayawada NBS Ongole,Vijayawada,Staples,Spices-Dry Fruits & Organics,Organics,Organic Food,100082240,24 Mantra Organic Black Pepper 100 gm,144.7619,0,0,0,121,,ACTIVE,NRTV,12,12,1737.1428,2023-03-13,Organics
SM Vijayawada NBS Ongole,Vijayawada,BDF,Frozen & Dairy,Ice Cream and Dessert,Impulse,100060553,Kwality Walls Cassatta Slice 125 Ml,40.3,,,0,121,,ACTIVE,NRTV,0,0,0,2023-03-13,Ice Cream and Dessert
SM Vijayawada NBS Ongole,Vijayawada,Grocery Non Food,Personal Care & Cosmetics,Deodorants and Talcs,Men Deodorant,101813774,Red Hunt COOL FIRE - BODY SPRAY 125 ml Bottle,107.93,,,0,121,,ACTIVE,NRTV,0,0,0,2023-03-13,Deodorants and Talcs
SM Vijayawada NBS Ongole,Vijayawada,Grocery Food,Processed Food,Culinary,Ketchup,100010265,Kissan Tomato Ketchup Fresh 200 Gm Bottle.,48.5719,4,4,0,121,,ACTIVE,NRTV,10,10,485.719,2023-03-13,Culinary
SM Vijayawada NBS Ongole,Vijayawada,BDF,Bakery,Bread,Specialty Breads,101369317,More 100% whole wheat bread 400 gm Pouch,15,,,0,121,,ACTIVE,NRTV,0,0,0,2023-03-13,Bread
SM Vijayawada NBS Ongole,Vijayawada,Apparels,Men's Apparel,Men's Undergarments,Inner wear,102068483,Chromosome chromozome Trunk Assorted M Trunk43 Pack,130.6571,,,0,121,,ACTIVE,NRTV,0,0,0,2023-03-13,Men's Undergarments
SM Vijayawada NBS Ongole,Vijayawada,General Merchandise,Home Needs & Home Upkeep,Kitchen Implement,Kitchen,102098946,Montavo Turner Slotted Large,51.5,3,3,0,121,,ACTIVE,,0,0,0,2023-03-13,Kitchen Implement
SM Vijayawada NBS Ongole,Vijayawada,Fresh,F&V,Vegetables,Freshness Relevant,100090325,Beans Indian,33.23,,,0,121,,PURCHASE BLOCKED,NRTV,0,0,0,2023-03-13,Vegetables
SM Vijayawada NBS Ongole,Vijayawada,Fresh,DU Vegetable,Exotics,Regular Exotics,101983804,Deep Rooted.Co Romaine Lettuce,51,,,0,121,,PURCHASE BLOCKED,NRTV,0,0,0,2023-03-13,Exotics
SM Vijayawada NBS Ongole,Vijayawada,Grocery Food,Processed Food,Confectionery,Candy,102102094,Parle Parle Asso Bigger Orange Bite & Mango Bite 195g 24 gm Pouch,28.125,,,0,121,,ACTIVE,,0,0,0,2023-03-13,Confectionery
SM Vijayawada NBS Ongole,Vijayawada,BDF,Frozen & Dairy,Frozen,Frozen Veg,102099988,Yummies Paneer Pops 400 gm Veg Breaded 400 gm Pouch,208.93,,,0,121,,ACTIVE,,0,0,0,2023-03-13,Frozen
SM Vijayawada NBS Ongole,Vijayawada,BDF,Frozen & Dairy,Frozen,Frozen Non Veg,101909207,Keventer Salami Bell Pepper 250 gm Pack,91.43,,,0,121,,ACTIVE,RTV,0,0,0,2023-03-13,Frozen
SM Vijayawada NBS Ongole,Vijayawada,Grocery Food,Processed Food,Confectionery,Chocolate,102059689,Hersheys Dark Exotic Almond Guava Chili 30 gm Pouch,41.1864,3,3,0,121,,ACTIVE,NRTV,4,4,164.7456,2023-03-13,Confectionery
SM Vijayawada NBS Ongole,Vijayawada,BDF,Bakery,Bread,Sandwich Bread,101865293,Modern Bread Bakers Loaf 400 gm Pack,24,,,0,121,,ACTIVE,NRTV,0,0,0,2023-03-13,Bread
SM Vijayawada NBS Ongole,Vijayawada,BDF,Bakery,Cakes and Pastry,Cake,101846021,Winkies Rich Butter Fruit Cake 250 gm Pack,67.3729,,,0,121,,ACTIVE,NRTV,0,0,0,2023-03-13,Cakes and Pastry
SM Vijayawada NBS Ongole,Vijayawada,Grocery Non Food,Personal Care & Cosmetics,Skin Care,Body Care,102032883,Nivea NIVEA ULTRA RICH BODY LOTION 400 ml Pet Bottle,334.0763,0,0,0,121,,ACTIVE,NRTV,0,0,0,2023-03-13,Skin Care
SM Vijayawada NBS Ongole,Vijayawada,Grocery Food,Processed Food,Snack,Potato Chips,102072683,Lays Maxx Wafer Style Tangy Treat 23 gm,7.06,0,0,0,121,,ACTIVE,NRTV,0,0,0,2023-03-13,Snack
SM Vijayawada NBS Ongole,Vijayawada,Grocery Food,Beverages,Functional Drink,Health Drink,102020177,Ocean Energy 250 ml Can,29.0714,2,2,0,121,,ACTIVE,NRTV,0,0,0,2023-03-13,Functional Drink
SM Vijayawada NBS Ongole,Vijayawada,Staples,Spices-Dry Fruits & Organics,Spices and Dry Fruits,Spices,101857119,Telegu Telugu Foods Kottimeera Karam 100 gm Pouch,35.9333,2,2,0,121,,ACTIVE,NRTV,0,0,0,2023-03-13,Spices and Dry Fruits
SM Vijayawada NBS Ongole,Vijayawada,Grocery Food,Processed Food,Instant Prepared Food,Ready to Cook,102075508,Kelloggs Upma Nutty Rava 260 gm Pack,67.0272,0,0,0,121,,ACTIVE,NRTV,0,0,0,2023-03-13,Instant Prepared Food
SM Vijayawada NBS Ongole,Vijayawada,Grocery Food,Processed Food,Confectionery,Gums and Mints,101818317,Perfetti Center Fruit Soft Chews 60 gm Bottle,48.8839,,,0,121,,ACTIVE,RTV,0,0,0,2023-03-13,Confectionery
SM Vijayawada NBS Ongole,Vijayawada,Grocery Non Food,Personal Care & Cosmetics,Hair Care,Shampoo,102043291,Himalaya AD Cooling Mint Shampoo 200 ml Bottle,107.6695,5,5,0,121,,ACTIVE,NRTV,0,0,0,2023-03-13,Hair Care
SM Vijayawada NBS Ongole,Vijayawada,Grocery Non Food,Personal Care & Cosmetics,Personal Wash,Liquid Hand Soap,101854987,Boroplus Hand Sanitizer 5 ltr Bottle,1627.1184,,,0,121,,ACTIVE,NRTV,0,0,0,2023-03-13,Personal Wash
SM Vijayawada NBS Ongole,Vijayawada,Apparels,Fashion Accessories,Unisex,Hair Accessories,101870954,Zodiac Pack of 5 Comb Set,42.86,0,0,0,121,,ACTIVE,NRTV,0,0,0,2023-03-13,Unisex
SM Vijayawada NBS Ongole,Vijayawada,Staples,Spices-Dry Fruits & Organics,Spices and Dry Fruits,Spices,101853026,More Choice Turmeric (Haldi) Powder 200 Gm Pouch,21.61,,,0,121,,ACTIVE,RTV,0,0,0,2023-03-13,Spices and Dry Fruits
SM Vijayawada NBS Ongole,Vijayawada,Others,Non Trading,Marketing,Marketing,102045154,Focus Store 2021.93,0.02,,,0,121,,ACTIVE,NRTV,0,0,0,2023-03-13,Marketing
SM Vijayawada NBS Ongole,Vijayawada,Grocery Food,Breakfast,Health Mix,Value Added Drink,101866162,Junior Horlicks Chocolate 500 gm Jar,238.6431,2,2,0,121,,ACTIVE,NRTV,7,7,1670.5017,2023-03-13,Health Mix
SM Vijayawada NBS Ongole,Vijayawada,Staples,Edible Oil & Ghee,Edible Oil,Premium Oil,100025934,Saffola Tasty 5 Ltr Jar,936.84,,,0,121,,ACTIVE,NRTV,0,0,0,2023-03-13,Edible Oil
SM Vijayawada NBS Ongole,Vijayawada,Grocery Non Food,Home Care,Housekeeping,Disinfectant & Multi-purpose,101856555,Max Kleen Surface Sanitizer 500 ml Bottle,114.0254,,,0,121,,ACTIVE,NRTV,0,0,0,2023-03-13,Housekeeping
SM Vijayawada NBS Ongole,Vijayawada,Grocery Non Food,Personal Care & Cosmetics,Skin Care,Body Care,100011583,Ponds Dreamflower 3V Moisturizing Body Lotion 300 ml.,233.437,0,0,0,121,,ACTIVE,NRTV,0,0,0,2023-03-13,Skin Care
SM Vijayawada NBS Ongole,Vijayawada,Staples,Spices-Dry Fruits & Organics,Spices and Dry Fruits,Dry Fruits,100444482,Gourmia Roasted Pistachios Salt & Pepper 200 gm Pouch,246.875,0,0,0,121,,ACTIVE,NRTV,0,0,0,2023-03-13,Spices and Dry Fruits
SM Vijayawada NBS Ongole,Vijayawada,Grocery Non Food,Home Care,Housekeeping,Toilet Cleaner,100031162,Kiwi Drainex 50 Gm Pouch,22.9207,27,27,0,121,,ACTIVE,NRTV,3,3,68.7621,2023-03-13,Housekeeping
SM Vijayawada NBS Ongole,Vijayawada,Staples,Cereals & Pulses,Cereals,Raw & Boiled Rice,101034973,Rajabhogam Boiled Rice Loose,40,,,0,121,,ACTIVE,NRTV,0,0,0,2023-03-13,Cereals
SM Vijayawada NBS Ongole,Vijayawada,Grocery Non Food,Personal Care & Cosmetics,Shaving,Pre Shave & accessories,100029564,Godrej Shaving Cream Menthol Mist 70 Gm Box,46.486,,,0,121,,ACTIVE,NRTV,0,0,0,2023-03-13,Shaving
SM Vijayawada NBS Ongole,Vijayawada,Grocery Food,Processed Food,Confectionery,Chocolate,100821561,GALAXY FRUIT N NUT BAR 30G,33.6229,,,0,121,,ACTIVE,NRTV,0,0,0,2023-03-13,Confectionery
SM Vijayawada NBS Ongole,Vijayawada,Grocery Food,Beverages,Fruit Juice & Drink,Nectar,100033299,Tropicana Premium Orange 180ml Tetra ? 20,13.9786,,,0,121,,ACTIVE,NRTV,0,0,0,2023-03-13,Fruit Juice & Drink
SM Vijayawada NBS Ongole,Vijayawada,Grocery Non Food,Personal Care & Cosmetics,Oral Care,Tooth Brush,100040540,Oral-B Pro-Health Gum Care Toothbrush Medium,63.2975,7,7,0,121,,ACTIVE,NRTV,3,3,189.8925,2023-03-13,Oral Care
SM Vijayawada NBS Ongole,Vijayawada,General Merchandise,Home Needs & Home Upkeep,Home Upkeep,Gloves - Cloth and Rag,100038348,Scotch Brite SB Light Duty Gloves Pink Small,44.9812,,,0,121,,ACTIVE,NRTV,0,0,0,2023-03-13,Home Upkeep
SM Vijayawada NBS Ongole,Vijayawada,Grocery Food,Processed Food,Confectionery,Indian Confectionery and Sweet,100950103,Haldiram Nagpur Mopleez Soan Papdi250 Gm Box,38.4524,,,0,121,,ACTIVE,NRTV,0,0,0,2023-03-13,Confectionery
SM Vijayawada NBS Ongole,Vijayawada,Grocery Non Food,Personal Care & Cosmetics,Skin Care,Face Care,100060216,Lacto Calamine Lotion Oily Skin 120 ml,141.6949,0,0,0,121,,ACTIVE,NRTV,0,0,0,2023-03-13,Skin Care
SM Vijayawada NBS Ongole,Vijayawada,Staples,Spices-Dry Fruits & Organics,Spices and Dry Fruits,Spices,100041861,MTR Spiced Chutney Powder 200 Gm,57.4505,,,0,121,,ACTIVE,NRTV,0,0,0,2023-03-13,Spices and Dry Fruits
SM Vijayawada NBS Ongole,Vijayawada,BDF,Frozen & Dairy,Frozen,Frozen Non Veg,100061845,Godrej Yummiez Breakfast Salami Chicken 250 gms,65.04,,,0,121,,ACTIVE,NRTV,0,0,0,2023-03-13,Frozen
SM Vijayawada NBS Ongole,Vijayawada,Grocery Food,Breakfast,Breakfast Cereal,Cereal with Flavour,100950734,Kelloggs Chocoschocos fills32 gm Pouch,14.2831,,,0,121,,ACTIVE,NRTV,0,0,0,2023-03-13,Breakfast Cereal
SM Vijayawada NBS Ongole,Vijayawada,Grocery Food,Breakfast,Health Mix,Value Added Drink,100060397,Junior Horlicks 4 5 6 Original 500 Gm Refil,180.471,,,0,121,,ACTIVE,NRTV,0,0,0,2023-03-13,Health Mix
SM Vijayawada NBS Ongole,Vijayawada,Staples,Edible Oil & Ghee,Edible Oil,Premium Oil,100046128,Idhayam Gingelly oil 500 Ml P,199.33,7,7,0,121,,ACTIVE,NRTV,0,0,0,2023-03-13,Edible Oil
SM Vijayawada NBS Ongole,Vijayawada,Grocery Food,Processed Food,Culinary,Pickle and Chutney,100076556,Priya Pickle Cut Mango With Garlic 500 gm,131.7947,2,2,0,121,,ACTIVE,NRTV,2,2,263.5894,2023-03-13,Culinary
SM Vijayawada NBS Ongole,Vijayawada,General Merchandise,Home Needs & Home Upkeep,Sanitary,Bathroom Accessories,100970157,More Essentials Soap Case Big,16.22,29,29,0,121,,ACTIVE,NRTV,51,51,827.22,2023-03-13,Sanitary
SM Vijayawada NBS Ongole,Vijayawada,Grocery Non Food,Personal Care & Cosmetics,Personal Wash,Soap,100176351,Patanjali Somya Haldichandan Body Cleanser (Soap) 75 gmm,9.6785,,,0,121,,ACTIVE,NRTV,0,0,0,2023-03-13,Personal Wash
SM Vijayawada NBS Ongole,Vijayawada,Staples,Spices-Dry Fruits & Organics,Spices and Dry Fruits,Spices,100128319,Aashirvaad Turmeric 200 Gm.,46.5546,10,10,0,121,,ACTIVE,NRTV,3,3,139.6638,2023-03-13,Spices and Dry Fruits
SM Vijayawada NBS Ongole,Vijayawada,Grocery Non Food,Home Care,Housekeeping,Room Care,100099398,more. Quality 1st Air Freshner Orchid Ferns 50 gm,7.9627,,,0,121,,ACTIVE,NRTV,0,0,0,2023-03-13,Housekeeping
SM Vijayawada NBS Ongole,Vijayawada,Staples,Edible Oil & Ghee,Edible Oil,Premium Oil,100025774,Saffola Gold Cooking Oil 1 Ltr Poly Pk,169.2494,43,43,0,121,,ACTIVE,NRTV,5,5,846.247,2023-03-13,Edible Oil
SM Vijayawada NBS Ongole,Vijayawada,Grocery Non Food,Personal Care & Cosmetics,OTC,OTC lifestyle,100409007,Vicco WSO Cream 30 gm,40.1143,,,0,121,,ACTIVE,NRTV,0,0,0,2023-03-13,OTC
SM Vijayawada NBS Ongole,Vijayawada,Grocery Food,Processed Food,Culinary,Pickle and Chutney,100107681,Kitchen'S Promise Pickle Garlic 300 gm Pet Jar,33.35,,,0,121,,ACTIVE,NRTV,0,0,0,2023-03-13,Culinary
SM Vijayawada NBS Ongole,Vijayawada,Fresh,Eggs,Value Added Eggs,Speciality Eggs,100235252,Double Yolk Eggs Pack of 6,0.0641,,,0,121,,ACTIVE,RTV,0,0,0,2023-03-13,Value Added Eggs
SM Vijayawada NBS Ongole,Vijayawada,Grocery Non Food,Personal Care & Cosmetics,Oral Care,Dental Accessory,100110181,Plax Mouthwash Fresh Tea 250ml,107.9631,4,4,0,121,,ACTIVE,NRTV,5,5,539.8155,2023-03-13,Oral Care
SM Vijayawada NBS Ongole,Vijayawada,Grocery Food,Processed Food,Instant Prepared Food,Ready to Cook,100176297,MTR 3 min Poha 60 gm,18.3751,2,2,0,121,,ACTIVE,NRTV,30,30,551.253,2023-03-13,Instant Prepared Food
SM Vijayawada NBS Ongole,Vijayawada,Fresh,F&V,Fruit,Major imported,100175553,APPLE FUJI KG,211.2164,,,0,121,,ACTIVE,NRTV,1.483,1.483,313.2339212,2023-03-13,Fruit
SM Vijayawada NBS Ongole,Vijayawada,Grocery Food,Processed Food,Confectionery,Gums and Mints,100633990,Wrigleys Doublemint Peppermint 4.8 Gm Blister Pk,6.0254,13,13,0,121,,ACTIVE,NRTV,16,16,96.4064,2023-03-13,Confectionery
SM Vijayawada NBS Ongole,Vijayawada,Grocery Non Food,Personal Care & Cosmetics,Skin Care,Face Care,100167123,Himalaya Other Skin Care Nourishing Skin Cream 50 Ml,55.4661,0,0,0,121,,ACTIVE,NRTV,0,0,0,2023-03-13,Skin Care
SM Vijayawada NBS Ongole,Vijayawada,Grocery Non Food,Personal Care & Cosmetics,Skin Care,Face Care,101086860,Joy Lotion Sun Block And Fairness Spf 20 300 Ml Bottle,109.0075,,,0,121,,ACTIVE,NRTV,0,0,0,2023-03-13,Skin Care
SM Vijayawada NBS Ongole,Vijayawada,Grocery Food,Processed Food,Snack,Potato Chips,100158790,Lays Maxx Macho Chilli 63gm,24.7125,,,0,121,,ACTIVE,NRTV,0,0,0,2023-03-13,Snack
SM Vijayawada NBS Ongole,Vijayawada,Grocery Non Food,Personal Care & Cosmetics,Deodorants and Talcs,Women Deodorant,100670728,Engage Perfume Spray Women W4 120 Ml Bottle,121.2811,,,0,121,,ACTIVE,NRTV,0,0,0,2023-03-13,Deodorants and Talcs
SM Vijayawada NBS Ongole,Vijayawada,Grocery Non Food,Personal Care & Cosmetics,Deodorants and Talcs,Women Deodorant,100172257,Enchanteur Body Mist Women Deo Romantic 150 ml Can,168.7576,0,0,0,121,,ACTIVE,NRTV,0,0,0,2023-03-13,Deodorants and Talcs
SM Vijayawada NBS Ongole,Vijayawada,Grocery Food,Processed Food,Instant Prepared Food,Ready to Cook,100064659,Popular Dinner Appalam Special 220 Gm,81.6,,,0,121,,ACTIVE,NRTV,0,0,0,2023-03-13,Instant Prepared Food
SM Vijayawada NBS Ongole,Vijayawada,General Merchandise,Leisure,Stationery,Glue and Adhesive,100124882,3M Scotch Magic Tape 19Mm X 32.9 M,81.5441,2,2,0,121,,ACTIVE,NRTV,2,2,163.0882,2023-03-13,Stationery
SM Vijayawada NBS Ongole,Vijayawada,Grocery Non Food,Home Care,Paper and Tissue-HC,Kitchen Towel,100836903,More Essentials Non-Woven KitchenTowel 25 pulls,31.4578,2,2,0,121,,ACTIVE,NRTV,0,0,0,2023-03-13,Paper and Tissue-HC
SM Vijayawada NBS Ongole,Vijayawada,Grocery Non Food,Home Care,Laundry,In-Wash,100271338,Vow Matic Detergent Powder Front Load 2 kg Box,199.6356,,,0,121,,ACTIVE,NRTV,0,0,0,2023-03-13,Laundry
SM Vijayawada NBS Ongole,Vijayawada,Grocery Food,Beverages,Fruit Juice & Drink,Fruit Drinks,101813680,Real Fruit power Orange ORS 200 ml Tetra Pk,25.28,,,0,121,,ACTIVE,NRTV,0,0,0,2023-03-13,Fruit Juice & Drink
SM Vijayawada NBS Ongole,Vijayawada,Grocery Non Food,Home Care,Laundry,In-Wash,100125082,Tide Talcum Freshness 4 Kg,312.7185,,,0,121,,ACTIVE,NRTV,0,0,0,2023-03-13,Laundry
SM Vijayawada NBS Ongole,Vijayawada,BDF,Frozen & Dairy,Long Life Dairy,Flavoured Milk,101073124,Storia Banana Shake 180 Ml Pet Bottle,20.09,35,35,0,121,,ACTIVE,RTV,4,4,80.36,2023-03-13,Long Life Dairy
SM Vijayawada NBS Ongole,Vijayawada,Grocery Non Food,Personal Care & Cosmetics,Hair Care,Shampoo,100135998,Loreal Paris Hair Expertise Total Repair 5 Shampoo 640 ml,615.1314,2,2,0,121,,ACTIVE,NRTV,9,9,5536.1826,2023-03-13,Hair Care
